timestamp,open,high,low,close,volume
2012-05-18,41.75830671613622,44.687843907734816,37.73640152208718,37.964805603027344,573576400
2012-05-21,36.27659555082078,36.40569482064785,32.77108385384205,33.79393768310547,168192700
2012-05-22,32.383790175603224,33.35699161546748,30.725374626638857,30.784957885742188,101786600
2012-05-23,31.152391906519483,32.274552434682846,31.142461047707002,31.77802085876465,73600000
2012-05-24,32.721429725047805,32.97962446282299,31.549614970349158,32.800872802734375,50237200
2012-05-25,32.67178054378367,32.721432945754344,30.894196520291167,31.68864631652832,37149800
2012-05-29,31.261628349709188,31.47017260176927,28.451259635252747,28.639942169189453,78063400
2012-05-30,28.500912029129985,29.34501415776487,27.666738864776686,27.994449615478516,57267900
2012-05-31,28.35195301170228,29.464184605943185,26.643885025168508,29.394670486450195,111639200
2012-06-01,28.689589951763345,28.947786563448194,27.199995426432043,27.527706146240234,41855500
2012-06-04,27.01131805700868,27.458195331740786,26.25658984635005,26.713397979736328,35230300
2012-06-05,26.514784485921407,27.567430800211618,25.57137382033956,25.690542221069336,42473400
2012-06-06,25.889155053798582,26.98152485696207,25.342971099275626,26.624021530151367,61489200
2012-06-07,26.812705102509298,27.1602775845135,25.968601044532697,26.127490997314453,26159500
2012-06-08,26.365826224015994,27.567433636370072,26.25659056406938,26.912012100219727,38034000
2012-06-11,26.991456460274623,27.87528204915044,26.653814840994905,26.822635650634766,28219600
2012-06-12,27.289375397584163,27.5773646254335,26.77298209572046,27.209930419921875,15816800
2012-06-13,27.468125535399363,27.905073835175585,26.91201072284989,27.08083152770996,17102800
2012-06-14,27.45819592071798,28.123548311878448,27.19006841365682,28.09375762939453,16855000
2012-06-15,28.3122298841436,29.89120040236507,28.153339935880094,29.80182456970215,43563800
2012-06-18,29.752171528742995,31.857468167099853,29.205987545373517,31.192113876342773,42978900
2012-06-19,31.32121399606278,31.956773833052505,30.48704076295491,31.68864631652832,30849000
2012-06-20,31.69857441597449,31.70850527432756,30.93391536984613,31.380794525146484,15553600
2012-06-21,31.450312172871758,32.27455456760275,31.29142220960683,31.61913299560547,21875300
